編號		頁數	题名	著者	千字文
11871011		27	佛說寶雨經十卷（04）	唐達磨流支等譯	此04
11871111		28	佛說寶雨經十卷（05）	唐達磨流支等譯	此05
11871211		28	佛說寶雨經十卷（06）	唐達磨流支等譯	此06
11871311		31	佛說寶雨經十卷（07）	唐達磨流支等譯	此07
11871411		25	佛說寶雨經十卷（08）	唐達磨流支等譯	此08
11871511		27	佛說寶雨經十卷（09）	唐達磨流支等譯	此09
11871611		28	佛說寶雨經十卷（10）	唐達磨流支等譯	此10
11871711	暂时无存册		佛說寶雲經七卷(01)	梁曼陀羅仙共僧伽婆羅譯	身01
11871811	暂时无存册		佛說寶雲經七卷(02)	梁曼陀羅仙共僧伽婆羅譯	身02
11871911	暂时无存册		佛說寶雲經七卷(03)	梁曼陀羅仙共僧伽婆羅譯	身03
11872011	暂时无存册		佛說寶雲經七卷(04)	梁曼陀羅仙共僧伽婆羅譯	身04
11872111	暂时无存册		佛說寶雲經七卷(05)	梁曼陀羅仙共僧伽婆羅譯	身05
11872211	暂时无存册		佛說寶雲經七卷(06)	梁曼陀羅仙共僧伽婆羅譯	身06
11872311	暂时无存册		佛說寶雲經七卷(07)	梁曼陀羅仙共僧伽婆羅譯	身07
11872411	暂时无存册		佛升忉利天為母說法經三卷(01)	西晉竺法護譯	身08
11872511	暂时无存册		佛升忉利天為母說法經三卷(02)	西晉竺法護譯	身09
11872611	暂时无存册		佛升忉利天為母說法經三卷(03)	西晉竺法護譯	身10
11872711		37	①相續解脫地波羅蜜了義經一卷②相續解脫如來所作隨順處了義經一卷	劉宋求那跋陀羅譯	髮01
11872811		21	佛說解節經一卷	陳真諦譯	髮02
11872911		42	不退轉法輪經四卷(01)	失譯人名附北涼錄	髮03
11873011		39	不退轉法輪經四卷(02)	失譯人名附北涼錄	髮04
11873111		43	不退轉法輪經四卷(03)	失譯人名附北涼錄	髮05
11873211	暂时无存册		不退轉法輪經四卷(04)	失譯人名附北涼錄	髮06
11873311	暂时无存册		廣博嚴淨不退轉法輪經四卷(01)	劉宋智嚴共寶雲譯	髮07
11873411	暂时无存册		廣博嚴淨不退轉法輪經四卷(02)	劉宋智嚴共寶雲譯	髮08
11873511		38	廣博嚴淨不退轉法輪經四卷(03)	劉宋智嚴共寶雲譯	髮09
11873611	暂时无存册		廣博嚴淨不退轉法輪經四卷(04)	劉宋智嚴共寶雲譯	髮10
11873711	暂时无存册		方廣大莊嚴經十二卷（01）	唐地婆訶羅譯	四01
11873811		32	方廣大莊嚴經十二卷（02）	唐地婆訶羅譯	四02
11873911		37	方廣大莊嚴經十二卷（03）	唐地婆訶羅譯	四03
11874011		40	方廣大莊嚴經十二卷（04）	唐地婆訶羅譯	四04
11874111		36	方廣大莊嚴經十二卷（05）	唐地婆訶羅譯	四05
11874211		35	方廣大莊嚴經十二卷（06）	唐地婆訶羅譯	四06
11874311		29	方廣大莊嚴經十二卷（07）	唐地婆訶羅譯	四07
11874411		32	方廣大莊嚴經十二卷（08）	唐地婆訶羅譯	四08
11874511		39	方廣大莊嚴經十二卷（09）	唐地婆訶羅譯	四09
11874611		43	方廣大莊嚴經十二卷（10）	唐地婆訶羅譯	四10
11874711		36	方廣大莊嚴經十二卷（11）	唐地婆訶羅譯	大01
11874811		33	方廣大莊嚴經十二卷（12）	唐地婆訶羅譯	大02
11874911	暂时无存册		普曜經八卷（01）	西晉竺法護譯	大03
11875011		40	普曜經八卷（02）	西晉竺法護譯	大04
11875111		30	普曜經八卷（03）	西晉竺法護譯	大05
11875211		42	普曜經八卷（04）	西晉竺法護譯	大06
11875311		36	普曜經八卷（05）	西晉竺法護譯	大07
11875411	暂时无存册		普曜經八卷（06）	西晉竺法護譯	大08
11875511	暂时无存册		普曜經八卷（07）	西晉竺法護譯	大09
11875611		32	普曜經八卷（08）	西晉竺法護譯	大10
11875711		43	伅真陀羅所問寶如來三昧經三卷（01）	後漢支婁迦讖譯	五01
11875811	暂时无存册		伅真陀羅所問寶如來三昧經三卷（02）	後漢支婁迦讖譯	五02
11875911	暂时无存册		伅真陀羅所問寶如來三昧經三卷（03）	後漢支婁迦讖譯	五03
11876011		28	大樹緊那羅王所問經四卷（01）	姚秦鳩摩羅什譯	五04
11876111		37	大樹緊那羅王所問經四卷（02）	姚秦鳩摩羅什譯	五05
11876211		34	大樹緊那羅王所問經四卷（03）	姚秦鳩摩羅什譯	五06
11876311	暂时无存册		大樹緊那羅王所問經四卷（04）	姚秦鳩摩羅什譯	五07
11876411		24	諸法本無經三卷（01）	隋闍那崛多譯	五08
11876511		20	諸法本無經三卷（02）	隋闍那崛多譯	五09
11876611		34	諸法本無經三卷（03）	隋闍那崛多譯	五10
11876711		37	諸法無行經二卷（01）	姚秦鳩摩羅什譯	常01
11876811		29	諸法無行經二卷（02）	姚秦鳩摩羅什譯	常02
11876911		28	持人菩薩所問經四卷（01）	西晉竺法護譯	常03
11877011		27	持人菩薩所問經四卷（02）	西晉竺法護譯	常04
11877111		23	持人菩薩所問經四卷（03）	西晉竺法護譯	常05
11877211		27	持人菩薩所問經四卷（04）	西晉竺法護譯	常06
11877311		36	持世經四卷（01）	姚秦鳩摩羅什譯	常07
11877411		40	持世經四卷（02）	姚秦鳩摩羅什譯	常08
11877511	暂时无存册		持世經四卷（03）	姚秦鳩摩羅什譯	常09
11877611		38	持世經四卷（04）	姚秦鳩摩羅什譯	常10
11877711		45	佛說大灌頂神咒經十二卷（01-02）	東晉帛尸梨蜜多羅譯	恭01
11877811	暂时无存册		佛說大灌頂神咒經十二卷（03-04）	東晉帛尸梨蜜多羅譯	恭02
11877911	暂时无存册		佛說大灌頂神咒經十二卷（05-06）	東晉帛尸梨蜜多羅譯	恭03
11878011		35	佛說大灌頂神咒經十二卷（07-08）	東晉帛尸梨蜜多羅譯	恭04
11878111		39	佛說大灌頂神咒經十二卷（09-10）	東晉帛尸梨蜜多羅譯	恭05
11878211		44	佛說大灌頂神咒經十二卷（11-12）	東晉帛尸梨蜜多羅譯	恭06
11878311	暂时无存册		佛說文殊師利現寶藏經二卷（01）	西晉竺法護譯	恭07
11878411		43	佛說文殊師利現寶藏經二卷（02）	西晉竺法護譯	恭08
11878511		39	大方廣寶篋經二卷（01）	劉宋求那跋陀羅譯	恭09
11878611		45	大方廣寶篋經二卷（02）	劉宋求那跋陀羅譯	恭10
11878711		23	佛說藥師如來本願經一卷	隋達磨笈多譯	惟01
11878811		23	藥師琉璃光如來本願功德經一卷	唐玄奘譯	惟02
11878911		28	藥師琉璃光七佛本願功德經二卷（01）	唐義淨譯	惟03
11879011		27	藥師琉璃光七佛本願功德經二卷（02）	唐義淨譯	惟04
11879111	暂时无存册		佛說阿闍世王經二卷（01）	後漢支婁迦讖譯	惟05
11879211	暂时无存册		佛說阿闍世王經二卷（02）	後漢支婁迦讖譯	惟06
11879311	暂时无存册		楞伽阿跋多羅寶經四卷（01）	劉宋求那跋陀羅譯	惟07
11879411	暂时无存册		楞伽阿跋多羅寶經四卷（02）	劉宋求那跋陀羅譯	惟08
11879511	暂时无存册		楞伽阿跋多羅寶經四卷（03）	劉宋求那跋陀羅譯	惟09
11879611	暂时无存册		楞伽阿跋多羅寶經四卷（04）	劉宋求那跋陀羅譯	惟10
11879711	暂时无存册		入楞伽經十卷（01）	元魏菩提留支譯	鞠01
11879811	暂时无存册		入楞伽經十卷（02）	元魏菩提留支譯	鞠02
11879911	暂时无存册		入楞伽經十卷（03）	元魏菩提留支譯	鞠03
11880011	暂时无存册		入楞伽經十卷（04）	元魏菩提留支譯	鞠04
11880111	暂时无存册		入楞伽經十卷（05）	元魏菩提留支譯	鞠05
11880211	暂时无存册		入楞伽經十卷（06）	元魏菩提留支譯	鞠06
11880311	暂时无存册		入楞伽經十卷（07）	元魏菩提留支譯	鞠07
11880411	暂时无存册		入楞伽經十卷（08）	元魏菩提留支譯	鞠08
11880511	暂时无存册		入楞伽經十卷（09）	元魏菩提留支譯	鞠09
11880611	暂时无存册		入楞伽經十卷（10）	元魏菩提留支譯	鞠10
11880711	暂时无存册		大乘入楞伽經七卷（01）	唐實叉難陀譯	養01
11880811	暂时无存册		大乘入楞伽經七卷（02）	唐實叉難陀譯	養02
11880911	暂时无存册		大乘入楞伽經七卷（03）	唐實叉難陀譯	養03
11881011		36	大乘入楞伽經七卷（04）	唐實叉難陀譯	養04
11881111		42	大乘入楞伽經七卷（05）	唐實叉難陀譯	養05
11881211		41	大乘入楞伽經七卷（06）	唐實叉難陀譯	養06
11881311		42	大乘入楞伽經七卷（07）	唐實叉難陀譯	養07
11881411		31	菩薩行方便境界神通變化經三卷（01）	劉宋求那跋陀羅譯	養08
11881511		36	菩薩行方便境界神通變化經三卷（02）	劉宋求那跋陀羅譯	養09
11881611		32	菩薩行方便境界神通變化經三卷（03）	劉宋求那跋陀羅譯	養10
11881711	暂时无存册		大薩遮尼乾子受記經十卷（01）	元魏菩提留支譯	豈01
11881811	暂时无存册		大薩遮尼乾子受記經十卷（02）	元魏菩提留支譯	豈02
11881911	暂时无存册		大薩遮尼乾子受記經十卷（03）	元魏菩提留支譯	豈03
11882011	暂时无存册		大薩遮尼乾子受記經十卷（04）	元魏菩提留支譯	豈04
11882111	暂时无存册		大薩遮尼乾子受記經十卷（05）	元魏菩提留支譯	豈05
11882211	暂时无存册		大薩遮尼乾子受記經十卷（06）	元魏菩提留支譯	豈06
11882311	暂时无存册		大薩遮尼乾子受記經十卷（07）	元魏菩提留支譯	豈07
11882411	暂时无存册		大薩遮尼乾子受記經十卷（08）	元魏菩提留支譯	豈08
11882511		28	大薩遮尼乾子受記經十卷（09）	元魏菩提留支譯	豈09
11882611	暂时无存册		大薩遮尼乾子受記經十卷（10）	元魏菩提留支譯	豈10
11882711	暂时无存册		大乘大悲分陀利經八卷（01）	失譯人名附秦錄	敢01
11882811	暂时无存册		大乘大悲分陀利經八卷（02）	失譯人名附秦錄	敢02
11882911	暂时无存册		大乘大悲分陀利經八卷（03）	失譯人名附秦錄	敢03
11883011	暂时无存册		大乘大悲分陀利經八卷（04）	失譯人名附秦錄	敢04
11883111	暂时无存册		大乘大悲分陀利經八卷（05）	失譯人名附秦錄	敢05
11883211	暂时无存册		大乘大悲分陀利經八卷（06）	失譯人名附秦錄	敢06
11883311	暂时无存册		大乘大悲分陀利經八卷（07）	失譯人名附秦錄	敢07
11883411	暂时无存册		大乘大悲分陀利經八卷（08）	失譯人名附秦錄	敢08
11883511	暂时无存册		善思童子經二卷（01）	隋闍那崛多譯	敢09
11883611	暂时无存册		善思童子經二卷（02）	隋闍那崛多譯	敢10
11883711	暂时无存册		普超三昧經四卷（01）	西晉竺法護譯	毀01
11883811	暂时无存册		普超三昧經四卷（02）	西晉竺法護譯	毀02
11883911	暂时无存册		普超三昧經四卷（03）	西晉竺法護譯	毀03
11884011	暂时无存册		①普超三昧經四卷（04）②佛說放鉢經一卷	①西晉竺法護譯②失譯人名附西晉錄	毀04
11884111	暂时无存册		佛說大淨法門品經一卷	西晉竺法護譯	毀05
11884211	暂时无存册		大莊嚴法門經二卷（01）	隋那連提黎耶舍譯	毀06
11884311	暂时无存册		大莊嚴法門經二卷（02）	隋那連提黎耶舍譯	毀07
11884411		35	佛說大方等大雲請雨經一卷	隋闍那崛多等譯	毀08
11884511	暂时无存册		大雲請雨經一卷	北周闍那耶舍等譯	毀09
11884611	暂时无存册		大雲輪請雨經二卷（01-02）	隋那連提耶舍譯	毀10
11884711	暂时无存册		勝思惟梵天所問經六卷（01）	元魏菩提留支譯	傷01
11884811	暂时无存册		勝思惟梵天所問經六卷（02）	元魏菩提留支譯	傷02
11884911		18	勝思惟梵天所問經六卷（03）	元魏菩提留支譯	傷03
11885011		30	勝思惟梵天所問經六卷（04）	元魏菩提留支譯	傷04
11885111	暂时无存册		勝思惟梵天所問經六卷（05）	元魏菩提留支譯	傷05
11885211	暂时无存册		勝思惟梵天所問經六卷（06）	元魏菩提留支譯	傷06
11885311	暂时无存册		思益梵天所問經四卷（01）	姚秦鳩摩羅什譯	傷07
11885411	暂时无存册		思益梵天所問經四卷（02）	姚秦鳩摩羅什譯	傷08
11885511	暂时无存册		思益梵天所問經四卷（03）	姚秦鳩摩羅什譯	傷09
11885611	暂时无存册		思益梵天所問經四卷（04）	姚秦鳩摩羅什譯	傷10
11885711	暂时无存册		月燈三昧經十一卷（01）	高齊那連提黎耶舍譯	女01
11885811	暂时无存册		月燈三昧經十一卷（02）	高齊那連提黎耶舍譯	女02
11885911	暂时无存册		月燈三昧經十一卷（03）	高齊那連提黎耶舍譯	女03
11886011	暂时无存册		月燈三昧經十一卷（04-05）	高齊那連提黎耶舍譯	女04
11886111	暂时无存册		月燈三昧經十一卷（06）	高齊那連提黎耶舍譯	女05
11886211	暂时无存册		月燈三昧經十一卷（07）	高齊那連提黎耶舍譯	女06
11886311	暂时无存册		月燈三昧經十一卷（08）	高齊那連提黎耶舍譯	女07
11886411	暂时无存册		月燈三昧經十一卷（09）	高齊那連提黎耶舍譯	女08
11886511	暂时无存册		月燈三昧經十一卷（10）	高齊那連提黎耶舍譯	女09
11886611	暂时无存册		月燈三昧經十一卷（11）	高齊那連提黎耶舍譯	女10
11886711		53	①月燈三昧經一卷②佛說象腋經一卷	①劉宋先公譯②劉宋曇摩蜜多譯	慕01
11886811		38	佛說無所希望經一卷	西晉竺法護譯	慕02
11886911		35	佛說大乘同性經二卷（01）	北周闍那耶舍共僧安譯	慕03
11887011		39	佛說大乘同性經二卷（02）	北周闍那耶舍共僧安譯	慕04
11887111	暂时无存册		佛說證契大乘經二卷（01）	唐地婆訶羅等譯	慕05
11887211		25	佛說證契大乘經二卷（02）	唐地婆訶羅等譯	慕06
11887311	暂时无存册		持心梵天所問經四卷（01）	西晉竺法護譯	慕07
11887411	暂时无存册		持心梵天所問經四卷（02）	西晉竺法護譯	慕08
11887511	暂时无存册		持心梵天所問經四卷（03）	西晉竺法護譯	慕09
11887611	暂时无存册		持心梵天所問經四卷（04）	西晉竺法護譯	慕10
11887711	暂时无存册		佛說觀無量壽佛經一卷	劉宋畺良耶舍譯	貞01
11887811	暂时无存册		①稱贊淨土佛攝受經一卷②佛說阿彌陀經一卷③拔一切業障根本得生淨土神咒經一卷④後出阿彌陀佛偈經一卷	①唐玄奘譯②姚秦鳩摩羅什譯③劉宋求那跋陀羅重譯④後漢失譯人名	貞02
11887911	暂时无存册		大阿彌陀經二卷（01）	吳支謙譯	貞03
11888011	暂时无存册		大阿彌陀經二卷（02）	吳支謙譯	貞04
11888111	暂时无存册		①佛說觀彌勒菩薩上生兜率陀天經一卷②佛說彌勒下生經一卷	劉宋沮渠京聲譯	貞05
11888211	暂时无存册		①佛說彌勒來時經一卷②佛說彌勒下生成佛經一卷③佛說觀彌勒菩薩下生經一卷	①失譯人名附東晉錄②唐義淨譯③西晉竺法護譯	貞06
11888311	暂时无存册		佛說彌勒成佛經一卷	姚秦鳩摩羅什譯	貞07
11888411	暂时无存册		佛說第一義法勝經一卷	元魏般若流支譯	貞08
11888511	暂时无存册		佛說大威燈光仙人問疑經一卷	隋闍那崛多譯	貞09
11888611	暂时无存册		一切法高王經一卷	元魏般若流支譯	貞10
11888711	暂时无存册		佛說諸法勇王經一卷	劉宋曇摩蜜多譯	潔01
11888811	暂时无存册		順權方便經二卷（01）	西晉竺法護譯	潔02
11888911	暂时无存册		順權方便經二卷（02）	西晉竺法護譯	潔03
11889011	暂时无存册		佛說樂瓔珞莊嚴方便經一卷	姚秦曇摩耶舍譯	潔04
11889111	暂时无存册		①菩薩睒子經一卷②佛說睒子經一卷③佛說九色鹿經一卷④佛說太子沐魄經一卷⑤太子慕魄經一卷	①失譯人名附西晉錄②乞伏秦聖堅譯③吳支謙譯④西晉竺法護譯⑤後漢安世高譯	潔05
11889211	暂时无存册		①無字寶篋經一卷②大乘離文字普光明藏經一卷③大乘遍照光明藏無字法門經一卷④佛說老女人經一卷⑤佛說老母經一卷⑥佛說老母女六英經一卷	①元魏菩提留支譯②唐地婆訶羅譯③唐地婆訶羅譯④吳支謙譯⑤失譯人名附劉宋錄⑥劉宋求那跋陀羅譯	潔06
11889311	暂时无存册		①佛說長者子製經一卷②佛說菩薩逝經一卷③佛說逝童子經一卷④佛說月光童子經一卷⑤佛說申日兒本經一卷	①後漢安世高譯②西晉白法祖譯③西晉支法度譯④西晉竺法護譯⑤劉宋求那跋陀羅譯	潔07
